<think>
Thinking Process:

1.  **Analyze the Request:**
| CHG-509 | Eva Approved (Training) | Eva (u_en) | Eva (QM Delegate) | D-QM-02 Active (Training scope) | Clara (Draft) != Eva (Approve); Clara (Impl) != Eva (Verify) | VALID_SUBSTITUTION | Low | High | D-QM-02 valid for training. | Eva's delegate status for training. |
| CHG-510 | Clara Drafted & Approved Emergency | Clara (u_cs) | Clara (PE) | Clara not QM/IC | Clara (Draft) == Clara (Approve) | UNAUTHORIZED | High | High | SoD + Emergency approval authority. | Clara's claim of emergency. |

## 4. Collusion and Alternative-Explanation Analysis

**Indicator 1: Clara/Ben Pairing (18 of 23 HIGH-risk)**
*   **Adverse Explanation:** Ben (QM Delegate) consistently approves Clara's drafts, potentially bypassing independent review or allowing pre-approval.
*   **Benign Explanation:** Clara is the primary drafter (Process Engineer) and Ben is the primary approver (Delegate QM) for a specific production cell where rotation is not mandated.
*   **Discriminating Evidence:** Review of delegation logs to ensure Ben was always available and acting under valid delegation; analysis of change content for similarity (copy-paste).

**Indicator 2: Ben's Account on Sick Leave (CHG-506, CHG-505 Review)**
*   **Adverse Explanation:** Ben used credentials while sick to bypass approval requirements or to cover for Asha's absence improperly.
*   **Benign Explanation:** Ben was available but logged off; account used by authorized delegate (e.g., Asha) or Ben logged in remotely before leave started (CHG-506 13:00 vs leave 12:00).
*   **Discriminating Evidence:** VPN session logs, badge swipe logs, and MFA challenge logs (if any) for CHG-506 and CHG-505 Review timestamps.

**Indicator 3: Diego/Service Account (CHG-503)**
*   **Adverse Explanation:** Diego implemented and verified his own work via a service account to bypass SoD.
*   **Benign Explanation:** Diego used a shared terminal (WS-DM-04) which was not re-authenticated; the service account was legitimately used by the maintenance team for verification.
*   **Discriminating Evidence:** CCTV footage of terminal usage, session logs (login duration), and whether Diego physically left the terminal during implementation.

**Indicator 4: Farid's Approval (CHG-505)**
*   **Adverse Explanation:** Farid (Shift Supervisor) acted as IC to bypass QM approval in an emergency.
*   **Benign Explanation:** Emergency protocol allowed IC approval (RR4) when QM was unavailable.
*   **Discriminating Evidence:** Emergency declaration logs and QM availability status at the time of the incident.

## 5. PM4Py and pandas Checking Code

```python
import pandas as pd
import io
import pm4py

# 1. Reconstruct Event CSV
csv_data = """
case,activity,timestamp,resource,risk,scope,emergency
CHG-501,Draft_Change_Request,2026-08-11T08:00:00Z,u_cs,HIGH,production_equipment,false
CHG-501,Approve_Change,2026-08-11T09:00:00Z,u_bk,HIGH,production_equipment,false
CHG-501,Implement_Change,2026-08-11T10:00:00Z,u_dm,HIGH,production_equipment,false
CHG-501,Verify_Implementation,2026-08-11T11:00:00Z,u_en,HIGH,production_equipment,false
CHG-501,Close_Change,2026-08-11T12:00:00Z,u_cs,HIGH,production_equipment,false
CHG-502,Draft_Change_Request,2026-08-12T08:00:00Z,u_cs,LOW,production_equipment,false
CHG-502,Approve_Change,2026-08-12T08:30:00Z,u_cs,LOW,production_equipment,false
CHG-502,Implement_Change,2026-08-12T09:00:00Z,u_dm,LOW,production_equipment,false
CHG-502,Verify_Implementation,2026-08-12T10:00:00Z,u_en,LOW,production_equipment,false
CHG-503,Draft_Change_Request,2026-08-12T11:00:00Z,u_cs,HIGH,production_equipment,false
CHG-503,Approve_Change,2026-08-12T11:30:00Z,u_bk,HIGH,production_equipment,false
CHG-503,Implement_Change,2026-08-12T12:00:00Z,u_dm,HIGH,production_equipment,false
CHG-503,Verify_Implementation,2026-08-12T12:30:00Z,svc_qms,HIGH,production_equipment,false
CHG-504,Draft_Change_Request,2026-08-13T08:30:00Z,u_cs,HIGH,production_equipment,false
CHG-504,Approve_Change,2026-08-13T09:22:00Z,u_as,HIGH,production_equipment,false
CHG-504,Implement_Change,2026-08-13T10:00:00Z,u_dm,HIGH,production_equipment,false
CHG-504,Verify_Implementation,2026-08-13T11:00:00Z,u_en,HIGH,production_equipment,false
CHG-505,Draft_Change_Request,2026-08-11T12:20:00Z,u_cs,HIGH,cooling_system,true
CHG-505,Approve_Change,2026-08-11T13:00:00Z,u_fl,HIGH,cooling_system,true
CHG-505,Implement_Change,2026-08-11T13:10:00Z,u_dm,HIGH,cooling_system,true
CHG-505,Verify_Implementation,2026-08-11T15:00:00Z,u_en,HIGH,cooling_system,true
CHG-505,Retrospective_QM_Review,2026-08-14T16:00:00Z,u_bk,HIGH,cooling_system,true
CHG-506,Draft_Change_Request,2026-08-13T10:00:00Z,u_cs,HIGH,production_equipment,false
CHG-506,Approve_Change,2026-08-13T13:00:00Z,u_bk,HIGH,production_equipment,false
CHG-506,Implement_Change,2026-08-13T14:00:00Z,u_dm,HIGH,production_equipment,false
CHG-506,Verify_Implementation,2026-08-13T15:00:00Z,u_en,HIGH,production_equipment,false
CHG-507,Draft_Change_Request,2026-08-09T08:00:00Z,u_cs,HIGH,production_equipment,false
CHG-507,Approve_Change,2026-08-09T09:00:00Z,u_en,HIGH,production_equipment,false
CHG-507,Implement_Change,2026-08-09T10:00:00Z,u_dm,HIGH,production_equipment,false
CHG-507,Verify_Implementation,2026-08-09T11:00:00Z,u_gl,HIGH,production_equipment,false
CHG-508,Draft_Change_Request,2026-08-12T14:00:00Z,b.koch,LOW,training_document,false
CHG-508,Approve_Change,2026-08-12T14:30:00Z,u_bk,LOW,training_document,false
CHG-508,Implement_Change,2026-08-12T15:00:00Z,u_cs,LOW,training_document,false
CHG-508,Verify_Implementation,2026-08-12T15:30:00Z,u_en,LOW,training_document,false
CHG-509,Draft_Change_Request,2026-08-15T09:00:00Z,u_cs,HIGH,training_document,false
CHG-509,Approve_Change,2026-08-15T10:00:00Z,u_en,HIGH,training_document,false
CHG-509,Implement_Change,2026-08-15T11:00:00Z,u_cs,HIGH,training_document,false
CHG-509,Verify_Implementation,2026-08-15T12:00:00Z,svc_qms,HIGH,training_document,false
CHG-510,Draft_Change_Request,2026-08-11T14:10:00Z,u_cs,HIGH,cooling_system,true
CHG-510,Approve_Change,2026-08-11T14:20:00Z,u_cs,HIGH,cooling_system,true
CHG-510,Implement_Change,2026-08-11T14:30:00Z,u_dm,HIGH,cooling_system,true
CHG-510,Verify_Implementation,2026-08-11T15:30:00Z,u_en,HIGH,cooling_system,true
CHG-510,Retrospective_QM_Review,2026-08-12T10:00:00Z,u_bk,HIGH,cooling_system,true
"""

df = pd.read_csv(io.StringIO(csv_data))

# 2. Normalize Aliases
alias_map = {'b.koch': 'u_bk'}
df['resource'] = df['resource'].replace(alias_map)

# 3. Format DataFrame
pm4py.format_dataframe(df)

# 4. Define Delegation Logic (Simplified for Code)
delegations = {
    'D-QM-01': {'principal': 'u_as', 'delegate': 'u_bk', 'start': '2026-08-10', 'end': '2026-08-14', 'scope': 'production_equipment'},
    'D-QM-02': {'principal': 'u_as', 'delegate': 'u_en', 'start': '2026-08-15', 'end': '2026-08-15', 'scope': 'training_document'},
    'D-IC-03': {'principal': 'u_dm', 'delegate': 'u_fl', 'start': '2026-08-11', 'end': '2026-08-11', 'scope': 'cooling_system'}
}

# 5. Apply Segregation of Duties (SoD) Checks
# Using pm4py.filter_four_eyes_principle for Draft/Approve and Impl/Verify
# Note: Custom logic required for Delegation validity at event time
def check_sod(df):
    violations = []
    for _, row in df.iterrows():
        case_id = row['case']
        # Draft vs Approve
        draft = df[(df['case'] == case_id) & (df['activity'] == 'Draft_Change_Request')]
        approve = df[(df['case'] == case_id) & (df['activity'] == 'Approve_Change')]
        if len(draft) > 0 and len(approve) > 0:
            if draft['resource'].iloc[0] == approve['resource'].iloc[0]:
                violations.append({'case': case_id, 'type': 'Draft/Approve SoD', 'resources': draft['resource'].iloc[0]})
        
        # Impl vs Verify
        impl = df[(df['case'] == case_id) & (df['activity'] == 'Implement_Change')]
        verify = df[(df['case'] == case_id) & (df['activity'] == 'Verify_Implementation')]
        if len(impl) > 0 and len(verify) > 0:
            if impl['resource'].iloc[0] == verify['resource'].iloc[0]:
                violations.append({'case': case_id, 'type': 'Impl/Verify SoD', 'resources': impl['resource'].iloc[0]})
    return violations

sod_violations = check_sod(df)

# 6. Network Analysis
# Using pm4py.discover_working_together_network
# Note: pm4py requires specific inputs for network discovery
network = pm4py.discover_working_together_network(df, 'resource')

# 7. Service Account Attribution
# svc_qms mapped to Diego (WS-DM-04) based on evidence
df['human_attribution'] = df['resource'].apply(lambda x: 'Diego' if x == 'svc_qms' else x)

# 8. Output Flags
print("SoD Violations:", sod_violations)
print("Working Together Network:", network)
print("Service Account Attribution:", df[df['resource'] == 'svc_qms']['human_attribution'].tolist())
```

**Code Notes:**
*   Service account attribution is represented via the `human_attribution` column, manually mapped based on evidence (Diego for `svc_qms`).
*   Judgments regarding delegation validity (e.g., Ben on sick leave) remain manual as PM4Py does not natively handle HR absence data without custom logic.
*   `pm4py.filter_four_eyes_principle` is invoked conceptually; standard PM4Py `filter_4eyes` or custom logic is used for specific SoD rules.

## 6. Control Improvements

1.  **Delegation Creation:** Require signed delegation documents with explicit start/end times and scope. Enforce that delegation records are timestamped *before* the effective start date.
2.  **Principal Availability:** Implement real-time availability flags in the QMS. If a principal is on leave, the system should block access or force delegation approval.
3.  **Alias Management:** Enforce a single canonical User ID per human. Remove aliases like `b.koch` to prevent confusion.
4.  **Individual Authentication:** Mandate MFA (Multi-Factor Authentication) for all change approvals. Prevent shared service account usage for critical changes without session mapping.
5.  **Emergency Review:** Automate the 2-business-day review clock. Flag reviews performed during employee sick leave.
6.  **Pair Rotation:** Enforce a formal rotation policy for Drafter/Approver pairs to prevent concentration of authority (e.g., Clara/Ben).
7.  **Network Monitoring:** Implement automated session monitoring to detect shared workstations (e.g., Diego's WS-DM-04 used for `svc_qms`).
8.  **Evidential Retention:** Retain signed delegation PDFs and session logs for the duration of the change lifecycle plus audit period.

## 7. Executive Conclusion

The apparent nonconformance is a mix of **genuine authority failure** (SoD violations, unauthorized approvals) and **identity/data quality problems** (service account attribution, delegation record timing). Organizational-pattern risk (Clara/Ben pairing) is high but requires further investigation to confirm collusion.

**Uncertainty:** High regarding the intent behind Ben's sick leave account usage and Diego's service account verification.

**Three Highest-Priority Investigations:**
1.  **Ben Koch's Identity Usage:** Verify if Ben Koch's credentials were used during sick leave (CHG-506, CHG-505 Review) via MFA logs and badge data.
2.  **Diego's Service Account Verification:** Determine if Diego Martins physically accessed the shared terminal during CHG-503 verification to confirm SoD violation.
3.  **Clara/Ben Pairing:** Investigate the 18 of 23 HIGH-risk changes to determine if pre-approval or unauthorized delegation occurred.
